vaga_simplificada,senioridade,nome_empresa,tamanho,tipo_propriedade,industria,setor,receita,cidade,estado,idade_empresa,nota,fg_glassdor_est,fg_por_hora,descricao_qtd_palavras,estatistica,programacao,etl,saas,ferramentas_bi,ml_ai,salario_medio
Data Scientist,Unknown,"Seneca Companies, Inc.",201 to 500 Employees,Company - Private,Construction,"Construction, Repair & Maintenance",$10 to $25 million (USD),Des Moines,IA,49.0,4.1,1,0,132,0,0,0,0,0,0,111500.0
Data Engineer,Unknown,Verstand AI,Unknown,Unknown,Unknown,Unknown,Unknown,Remote,Na,37.0,4.0,1,0,146,0,0,0,0,0,1,111500.0
Data Engineer,Senior,Eide Bailly,1001 to 5000 Employees,Company - Private,Accounting,Accounting & Legal,$100 to $500 million (USD),Fargo,ND,104.0,4.0,1,0,491,1,1,1,1,1,0,111500.0
Data Scientist,Unknown,Intelligent Automation,51 to 200 Employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$25 to $50 million (USD),Rockville,MD,34.0,3.8,1,0,125,0,0,0,0,0,1,111500.0
Manager,Executive,Fannie Mae,5001 to 10000 Employees,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),Reston,VA,83.0,4.0,1,0,134,0,0,0,0,0,0,111500.0
Data Engineer,Senior,AmerisourceBergen,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),Chesterbrook,PA,20.0,3.5,1,0,186,0,0,0,0,0,0,111500.0
Data Scientist,Unknown,"Entegris, Inc.",1001 to 5000 Employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$1 to $2 billion (USD),Burnet,TX,55.0,3.8,1,0,151,0,0,0,0,0,0,111500.0
Data Scientist,Senior,PPD,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),North Chicago,IL,36.0,4.0,1,0,122,0,0,0,0,0,0,111500.0
Data Scientist,Unknown,Indeed,10000+ Employees,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),New York,NY,17.0,4.3,1,0,107,0,0,0,0,0,1,111500.0
Data Engineer,Unknown,Excelerated Analytics LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Stafford,VA,37.0,4.0,1,0,86,1,0,0,0,0,0,111500.0
Data Scientist,Senior,"Cellics Therapeutics, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,San Diego,CA,37.0,4.0,1,0,110,0,0,0,0,1,0,111500.0
Data Scientist,Mid,Charles River Laboratories,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Worcester,MA,74.0,3.5,1,0,97,0,0,0,0,0,0,111500.0
Data Scientist,Mid,Charles River Laboratories,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Shrewsbury,MA,74.0,3.5,1,0,112,0,0,0,0,0,0,111500.0
Data Scientist,Senior,Conagen Inc.,51 to 200 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,New Bedford,MA,37.0,2.9,1,0,78,0,0,0,0,0,0,111500.0
Data Scientist,Senior,Creative Radicals,Unknown,Unknown,Unknown,Unknown,Unknown,McLean,VA,37.0,4.0,1,0,89,0,0,0,0,0,1,111500.0
Data Scientist,Unknown,"Phosphorex,Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Hopkinton,MA,37.0,4.0,1,0,110,0,0,0,0,0,0,111500.0
Data Engineer,Senior,"TBK Bank, SSB",1001 to 5000 Employees,Company - Public,Banks & Credit Unions,Finance,Unknown,Coppell,TX,15.0,3.6,1,0,169,0,0,0,0,0,0,111500.0
Data Engineer,Senior,Deloitte,10000+ Employees,Company - Private,Accounting,Accounting & Legal,$10+ billion (USD),Washington,DC,171.0,3.9,1,0,181,0,0,0,0,0,0,111500.0
Data Scientist,Unknown,PolyPeptide Group,Unknown,Unknown,Unknown,Unknown,Unknown,Torrance,CA,37.0,4.0,1,0,101,0,0,0,0,0,0,111500.0
Data Scientist,Unknown,PPD,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),Collegeville,PA,36.0,4.0,1,0,229,0,0,0,0,0,0,111500.0
Data Engineer,Senior,Space Telescope Science Institute,501 to 1000 Employees,Company - Private,Colleges & Universities,Education,$25 to $50 million (USD),Baltimore,MD,40.0,3.7,1,0,161,0,0,0,0,0,0,111500.0
Data Engineer,Senior,Space Telescope Science Institute,Unknown,Unknown,Unknown,Unknown,Unknown,Baltimore,MD,37.0,3.7,1,0,161,0,0,0,0,0,0,111500.0
Data Scientist,Senior,DxTerity,Unknown,Unknown,Unknown,Unknown,Unknown,Rancho Dominguez,CA,37.0,4.0,1,0,95,0,0,0,0,0,0,111500.0
Data Scientist,Unknown,CES Limited,51 to 200 Employees,Company - Private,IT Services,Information Technology,$5 to $10 million (USD),Woonsocket,RI,8.0,3.5,1,0,81,0,0,0,0,1,0,127500.0
Data Engineer,Unknown,Trexin Consulting,51 to 200 Employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),Chicago,IL,16.0,4.0,1,0,189,0,0,0,0,0,1,127500.0
Data Engineer,Senior,Excella,201 to 500 Employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),Arlington,VA,19.0,4.3,1,0,120,0,0,0,0,1,0,127500.0
Data Scientist,Unknown,Charles River Laboratories,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Billerica,MA,74.0,3.5,1,0,114,0,0,0,0,0,0,127500.0
Data Analyist,Senior,"Healthcare Retroactive Audits, Inc",Unknown,Unknown,Unknown,Unknown,Unknown,Doral,FL,37.0,4.0,1,0,81,0,0,1,0,1,0,127500.0
Data Scientist,Senior,"Silverback Therapeutics, Inc.",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown,Seattle,WA,37.0,3.1,1,0,123,0,0,0,0,0,0,127500.0
Data Scientist,Senior,UC San Diego,10000+ Employees,College / University,Colleges & Universities,Education,Unknown,California,CA,61.0,4.3,1,0,78,0,0,0,0,0,0,127500.0
Director,Senior,Fulgent Genetics,51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Temple City,CA,37.0,3.7,1,0,121,0,0,0,0,0,0,127500.0
Manager,Executive,Clarus Commerce,51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,Connecticut,CT,20.0,4.4,1,0,268,0,0,0,0,1,0,127500.0
Data Scientist,Unknown,"Agilent Technologies, Inc.",10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Folsom,CA,22.0,4.3,1,0,116,0,0,0,0,0,0,127500.0
Data Scientist,Junior,Earth Engineering Inc.,51 to 200 Employees,Company - Private,Construction,"Construction, Repair & Maintenance",$5 to $10 million (USD),Emmaus,PA,31.0,3.1,1,0,175,0,0,0,0,0,0,127500.0
Data Analyist,Senior,BankUnited,1001 to 5000 Employees,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),Miami Lakes,FL,12.0,3.1,1,0,151,1,0,0,0,0,0,127500.0
Data Scientist,Senior,"BioCheck, Inc.",Unknown,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$5 to $10 million (USD),South San Francisco,CA,37.0,1.0,1,0,95,0,0,0,0,1,0,127500.0
Data Scientist,Senior,"Entegris, Inc.",1001 to 5000 Employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$1 to $2 billion (USD),Burnet,TX,55.0,3.8,1,0,151,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,Aridis Pharmaceuticals,Unknown,Unknown,Unknown,Unknown,Unknown,Los Gatos,CA,37.0,4.0,1,0,147,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,"Biomodels, LLC",Unknown,Unknown,Unknown,Unknown,Unknown,Waltham,MA,37.0,4.0,1,0,125,0,0,0,0,0,0,127500.0
Data Scientist,Senior,Healthfirst,5001 to 10000 Employees,Nonprofit Organization,Insurance Carriers,Insurance,Unknown,New York,NY,28.0,3.5,1,0,147,1,0,0,0,0,0,127500.0
Data Scientist,Senior,Riverain Technologies,Unknown,Unknown,Unknown,Unknown,Unknown,Miamisburg,OH,37.0,4.0,1,0,145,0,0,0,0,0,1,127500.0
Data Scientist,Unknown,Abt Associates,1001 to 5000 Employees,Company - Private,Research & Development,Business Services,$500 million to $1 billion (USD),Rockville,MD,56.0,3.6,1,0,163,0,0,0,0,0,0,127500.0
Data Analyist,Unknown,Doximity,201 to 500 Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown,New York State,NY,11.0,4.7,1,0,581,1,1,1,0,1,0,127500.0
Data Analyist,Unknown,Great American Life Insurance Company,501 to 1000 Employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,Unknown,Cincinnati,OH,29.0,4.0,1,0,178,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,"Agilent Technologies, Inc.",10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),La Jolla,CA,22.0,4.3,1,0,127,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,CDK Global,5001 to 10000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),Portland,OR,7.0,3.5,1,0,119,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,Predictive Health Diagnostics Co.,Unknown,Unknown,Unknown,Unknown,Unknown,Irvine,CA,37.0,4.0,1,0,77,0,0,0,0,0,0,127500.0
Data Scientist,Senior,"Silverback Therapeutics, Inc.",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown,Seattle,WA,37.0,3.1,1,0,116,0,0,0,0,0,0,127500.0
Data Engineer,Unknown,"INNOVEX Environmental Management, Inc.",1 to 50 Employees,Company - Private,Unknown,Unknown,$1 to $5 million (USD),Redmond,WA,37.0,4.0,1,0,115,0,0,0,0,0,0,127500.0
Data Scientist,Unknown,Ronin Staffing LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Thousand Oaks,CA,37.0,4.0,1,0,58,0,0,0,0,0,0,127500.0
Data Engineer,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Cambridge,MA,45.0,4.3,1,0,104,0,0,0,0,0,1,127500.0
Data Analyist,Unknown,Bedrock Quartz,Unknown,Unknown,Unknown,Unknown,Unknown,West Jordan,UT,37.0,4.0,1,0,88,0,0,0,0,0,0,127500.0
Data Scientist,Executive,Catalyst Lab Solutions,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Philadelphia,PA,37.0,4.0,1,0,68,0,0,0,0,0,0,127500.0
Data Engineer,Senior,Synbio Technologies LLC,Unknown,Unknown,Unknown,Unknown,Unknown,Princeton,NJ,37.0,4.0,1,0,113,0,0,0,0,0,0,127500.0
Data Engineer,Unknown,St. Luke's Hospital,1001 to 5000 Employees,Subsidiary or Business Segment,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),Chesterfield,MO,37.0,3.9,1,0,179,1,0,0,0,1,0,127500.0
Data Analyist,Unknown,New Mexico Mutual,51 to 200 Employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),New Mexico,NM,30.0,3.4,1,0,71,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,B4CORP,51 to 200 Employees,Company - Private,IT Services,Information Technology,Unknown,McLean,VA,37.0,5.0,1,0,66,0,0,0,0,0,0,109500.0
Unknown,Unknown,Bloomberg,10000+ Employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown,New York,NY,40.0,4.1,1,0,177,1,0,0,0,1,0,109500.0
Data Scientist,Unknown,Cyient,10000+ Employees,Company - Public,IT Services,Information Technology,$100 to $500 million (USD),Phoenix,AZ,30.0,3.3,1,0,119,1,0,0,0,0,1,109500.0
Data Engineer,Unknown,Doximity,201 to 500 Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown,North Carolina,NC,11.0,4.7,1,0,690,0,1,1,1,0,1,109500.0
Unknown,Senior,ASR ANALYTICS LLC,1 to 50 Employees,Private Practice / Firm,Accounting,Accounting & Legal,$1 to $5 million (USD),Phoenix,AZ,37.0,4.1,1,0,86,0,0,0,0,0,0,109500.0
Data Scientist,Senior,Active Motif Inc,51 to 200 Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),Carlsbad,CA,37.0,3.8,1,0,11,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,Comcast,10000+ Employees,Company - Public,Telecommunications Services,Telecommunications,$10+ billion (USD),Philadelphia,PA,58.0,3.8,1,0,970,1,1,1,0,0,1,109500.0
Data Scientist,Senior,WOOD Consulting Services,51 to 200 Employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),Annapolis Junction,MD,24.0,3.2,1,0,117,0,0,0,0,0,0,109500.0
Data Scientist,Senior,Absorption Systems,51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Exton,PA,25.0,3.4,1,0,124,0,0,0,0,0,0,109500.0
Manager,Senior,Hologic,5001 to 10000 Employees,Company - Public,Health Care Products Manufacturing,Manufacturing,$2 to $5 billion (USD),San Diego,CA,36.0,3.9,1,0,127,0,0,0,1,0,0,109500.0
Data Scientist,Senior,Dealerware,51 to 200 Employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,Austin,TX,5.0,4.0,1,0,244,1,0,0,0,0,1,109500.0
Data Scientist,Unknown,"Agilent Technologies, Inc.",10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),Carpinteria,CA,22.0,4.3,1,0,135,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,Forward Greens,Unknown,Unknown,Unknown,Unknown,Unknown,Vancouver,WA,37.0,4.0,1,0,15,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,"Agilent Technologies, Inc.",10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),San Francisco,CA,22.0,4.3,1,0,144,0,0,0,0,0,0,109500.0
Manager,Executive,"CircusTrix, LLC",1001 to 5000 Employees,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown,Los Angeles,CA,37.0,3.2,1,0,142,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,DSM,10000+ Employees,Company - Public,Chemical Manufacturing,Manufacturing,$5 to $10 billion (USD),Columbia,MD,37.0,4.0,1,0,123,0,0,0,0,0,0,109500.0
Data Analyist,Unknown,Reproductive Medicine Associates of New Jersey,1001 to 5000 Employees,Company - Private,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),Basking Ridge,NJ,22.0,3.5,1,0,112,0,0,0,0,0,0,109500.0
Unknown,Unknown,Memorial Sloan-Kettering Cancer Center,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),New York,NY,137.0,4.0,1,0,147,0,0,0,0,1,0,109500.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Albany,OR,52.0,3.9,1,0,213,0,0,0,0,0,0,109500.0
Unknown,Unknown,Transamerica,5001 to 10000 Employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$10+ billion (USD),Denver,CO,117.0,3.0,1,0,106,0,1,0,1,0,0,109500.0
Data Scientist,Senior,Union Bank,5001 to 10000 Employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$10+ billion (USD),Irvine,CA,157.0,3.3,1,0,111,0,0,0,0,0,0,109500.0
Data Analyist,Senior,"ENSCO, Inc.",501 to 1000 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),Fairfax,VA,52.0,4.1,1,0,126,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,LACORE Nutraceuticals,51 to 200 Employees,Company - Private,Health Care Products Manufacturing,Manufacturing,Unknown,McKinney,TX,37.0,2.6,1,0,129,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Albany,OR,52.0,3.9,1,0,183,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,Memorial Sloan-Kettering Cancer Center,10000+ Employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion (USD),New York,NY,137.0,4.0,1,0,255,1,0,0,0,1,0,109500.0
Data Scientist,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),San Diego,CA,52.0,3.9,1,0,99,0,0,0,0,0,0,109500.0
Data Engineer,Unknown,"Tyler Technologies, Inc.",1001 to 5000 Employees,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),Plano,TX,55.0,4.0,1,0,235,0,0,1,0,0,0,109500.0
Data Analyist,Senior,Syneos Health Clinical,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,Somerset,NJ,37.0,3.7,1,0,94,0,0,0,0,0,0,109500.0
Data Analyist,Senior,DealerPolicy,201 to 500 Employees,Unknown,Insurance Agencies & Brokerages,Insurance,Unknown,Williston,VT,6.0,4.0,1,0,456,0,0,1,1,0,0,109500.0
Data Scientist,Unknown,"ARKRAY USA, Inc.",1001 to 5000 Employees,Company - Private,Health Care Products Manufacturing,Manufacturing,Unknown,Minneapolis,MN,61.0,2.9,1,0,130,0,0,0,0,0,0,109500.0
Data Scientist,Unknown,Revel IT,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Tucson,AZ,24.0,4.8,1,0,88,0,0,0,0,0,0,109500.0
Data Engineer,Senior,SPECTRUM,10000+ Employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),Denver,CO,5.0,3.2,1,0,830,0,1,1,0,1,1,132000.0
Data Scientist,Senior,Northrop Grumman,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Baltimore,MD,82.0,4.0,1,0,42,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Revel IT,201 to 500 Employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),Tucson,AZ,24.0,4.8,1,0,88,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,"ARKRAY USA, Inc.",1001 to 5000 Employees,Company - Private,Health Care Products Manufacturing,Manufacturing,Unknown,Minneapolis,MN,61.0,2.9,1,0,130,0,0,0,0,0,0,132000.0
Data Engineer,Unknown,Vital Incite,Unknown,Unknown,Unknown,Unknown,Unknown,Indianapolis,IN,37.0,4.0,1,0,82,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Ascension Health,Unknown,Unknown,Unknown,Unknown,Unknown,Rochester,MI,37.0,4.0,1,0,53,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Amica Mutual Insurance Company,1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),Lincoln,RI,114.0,4.0,1,0,59,1,0,0,0,0,0,132000.0
Unknown,Senior,ASR ANALYTICS LLC,1 to 50 Employees,Private Practice / Firm,Accounting,Accounting & Legal,$1 to $5 million (USD),Washington,DC,37.0,4.1,1,0,71,1,0,0,0,0,1,132000.0
Data Engineer,Senior,"Agilent Technologies, Inc.",Unknown,Unknown,Unknown,Unknown,Unknown,Santa Clara,CA,37.0,4.0,1,0,201,0,0,0,0,1,1,132000.0
Data Analyist,Unknown,American Direct Marketing Resources,51 to 200 Employees,Company - Private,Advertising & Marketing,Business Services,Unknown,Chesterfield,MO,38.0,3.4,1,0,73,0,0,0,0,0,0,132000.0
Manager,Executive,Colgate-Palmolive,10000+ Employees,Company - Public,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),New York,NY,215.0,4.2,1,0,124,0,0,0,0,0,0,132000.0
Data Analyist,Unknown,"Warehouse Services, Inc.",51 to 200 Employees,Company - Private,Unknown,Unknown,Unknown,Liberty,SC,37.0,4.0,1,0,93,0,0,0,0,0,0,132000.0
Data Scientist,Senior,Global Nephrology Solutions,1 to 50 Employees,Company - Private,Unknown,Unknown,Unknown,Tempe,AZ,37.0,2.5,1,0,137,0,0,0,0,0,1,132000.0
Data Scientist,Unknown,Osmose Utilities Services,1001 to 5000 Employees,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),Depew,NY,87.0,3.4,1,0,142,0,0,0,0,1,0,132000.0
Data Analyist,Unknown,EpochGeo,Unknown,Unknown,Unknown,Unknown,Unknown,Washington,DC,37.0,4.0,1,0,158,0,0,0,0,0,0,132000.0
Data Analyist,Senior,"CONNECT, powered by American Family Insurance",501 to 1000 Employees,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),Chicago,IL,37.0,3.2,1,0,160,1,0,0,0,0,0,132000.0
Data Scientist,Senior,international aids vaccine,51 to 200 Employees,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),La Jolla,CA,25.0,3.4,1,0,141,0,0,0,0,0,0,132000.0
Data Engineer,Unknown,EpochGeo,Unknown,Unknown,Unknown,Unknown,Unknown,Reston,VA,37.0,4.0,1,0,151,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Stem Pharm,Unknown,Unknown,Unknown,Unknown,Unknown,Madison,WI,37.0,4.0,1,0,111,1,0,0,0,0,0,132000.0
Data Engineer,Senior,HSW Consulting,Unknown,Unknown,Unknown,Unknown,Unknown,Tampa,FL,37.0,4.0,1,0,155,0,0,0,0,1,0,132000.0
Unknown,Unknown,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Reston,VA,52.0,3.9,1,0,124,0,0,0,0,0,0,132000.0
Data Scientist,Senior,OneMain Financial,5001 to 10000 Employees,Company - Public,Lending,Finance,Unknown,Wilmington,DE,109.0,3.5,1,0,155,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,PepGen,Unknown,Unknown,Unknown,Unknown,Unknown,Cambridge,MA,37.0,4.0,1,0,112,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Flamma USA,Unknown,Unknown,Unknown,Unknown,Unknown,Malvern,PA,37.0,4.0,1,0,86,0,0,0,0,0,0,132000.0
Data Engineer,Unknown,Unum,5001 to 10000 Employees,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),Portland,ME,173.0,3.8,1,0,276,0,0,0,0,1,0,132000.0
Data Analyist,Unknown,Amica Mutual Insurance Company,1001 to 5000 Employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),Lincoln,RI,114.0,4.0,1,0,90,0,0,0,0,1,0,132000.0
Data Scientist,Unknown,Envision LLC,201 to 500 Employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),Saint Louis,MO,27.0,4.5,1,0,71,1,1,1,0,0,1,132000.0
Data Scientist,Junior,Fidelity TalentSource,1001 to 5000 Employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown,Durham,NC,35.0,3.5,1,0,124,0,0,0,0,0,1,132000.0
Data Analyist,Unknown,Sperry Rail Inc.,201 to 500 Employees,Company - Private,Rail,Transportation & Logistics,Unknown,Shelton,CT,93.0,3.0,1,0,79,0,0,0,0,0,0,132000.0
Data Scientist,Unknown,Indeed,10000+ Employees,Company - Private,Internet,Information Technology,$2 to $5 billion (USD),San Francisco,CA,17.0,4.3,1,0,196,0,0,0,0,0,1,132000.0
Data Scientist,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,130,0,0,0,0,0,1,132000.0
Data Analyist,Unknown,The Burchell Group,Unknown,Unknown,Unknown,Unknown,Unknown,Houston,TX,37.0,4.0,1,0,22,0,0,0,0,0,0,132000.0
Data Analyist,Senior,Leidos,10000+ Employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Alexandria,VA,52.0,3.9,1,0,64,0,0,0,0,0,0,117500.0
Machine Learning,Unknown,Zepp Health,201 to 500 Employees,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,Unknown,Seattle,WA,7.0,2.5,1,0,115,0,0,0,0,0,1,117500.0
Machine Learning,Unknown,Zepp Health,Unknown,Unknown,Unknown,Unknown,Unknown,Seattle,WA,37.0,2.5,1,0,115,0,0,0,0,0,1,117500.0
Data Analyist,Unknown,AccruePartners,Unknown,Unknown,Unknown,Unknown,Unknown,New York,NY,37.0,2.4,1,0,62,0,0,0,0,1,0,117500.0
Data Engineer,Unknown,Strategic Staffing Solutions,1001 to 5000 Employees,Contract,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),Minneapolis,MN,31.0,3.5,1,0,88,0,0,0,0,0,0,117500.0
Data Analyist,Junior,WellSpace Health,51 to 200 Employees,Nonprofit Organization,Unknown,Unknown,$10 to $25 million (USD),Sacramento,CA,37.0,2.9,1,0,102,0,0,0,0,0,0,117500.0
Data Engineer,Senior,"AWM Smart Shelf (Adroit Worldwide Media, Inc.)",Unknown,Unknown,Unknown,Unknown,Unknown,Aliso Viejo,CA,37.0,4.0,1,0,91,0,0,0,0,0,1,117500.0
Machine Learning,Senior,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,111,0,0,0,0,0,0,117500.0
Machine Learning,Senior,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,120,0,0,0,0,0,0,117500.0
Data Scientist,Unknown,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),San Jose,CA,119.0,3.8,1,0,153,0,0,0,0,0,1,117500.0
Data Scientist,Unknown,National Interstate,501 to 1000 Employees,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),Richfield,OH,32.0,4.1,1,0,149,0,0,0,0,0,0,117500.0
Machine Learning,Unknown,Apple,10000+ Employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),Seattle,WA,45.0,4.3,1,0,100,1,0,0,0,0,1,117500.0
